disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x,fold_number,disp.ratio_median_02,ela_level.mmce_lda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,nbc.nn_nb.mean_ratio,ela_level.lda_qda_10,ela_meta.lin_simple.adj_r2,ic.eps.s,pca.expl_var_PC1.cov_init,ela_level.mmce_qda_50,ela_meta.lin_simple.intercept,disp.diff_median_25,ic.h.max,disp.ratio_median_10,ela_level.mmce_qda_25,ela_distr.kurtosis
-0.0609382884030225,-0.3270546239202776,-0.2275136260795792,3.8989777818239832,1.8529313659904023,0.0422897527570586,1.0635260602106051,0.0785633188419284,-0.6876239560416145,-0.7371262606584121,-0.3791330259539109,-1.902563330387012,0.8950477708871323,0.3818144795464927,1.5194324181804306,0.0570652933701738,1.2364409571161403,0.1878691111204257,1.5050767456175076,-0.9209570107534136,0.2984025848550708,0.3473358210428811,-1.6201851746019682,-0.7090978542395521,1.0731433243861563,0.92253120802886,1,,,,,,,,,,,,,,,,
,-0.7595059965715167,-0.279423339263962,0.880640766700447,-0.3628609183476474,-0.3373585686638254,-0.1848265064156347,-0.3325458271249299,-0.5206971490185981,-0.5741732626723811,,-0.280972410620483,-0.6004472737774624,-0.2912016739924355,-0.267548445167142,38.877693428563305,0.4617926528893059,-0.3727588539611802,1.707024824785773,,-0.100979052949571,1.815153411287199,-1.6201851746019682,-0.7090978542395521,1.026822096098616,0.92253120802886,2,-1.6945940215336903,-0.2629277503326963,-0.3421835896459124,-0.4236162575752868,1.4196708746460682,,,,,,,,,,,
1.1700302134779774,0.7692467783642069,-0.1735058048359098,-0.8191243506395914,2.368836627556567,2.717587301405673,2.003147580265069,2.939193227092209,1.0363476786937866,1.481274619605287,0.7082718944848455,,0.1217036602454821,1.5987018072374382,-0.6339409547851295,0.0247269626416979,0.564390420852762,0.4369253307795135,1.42222750869896,,0.4546556198100067,-0.9413737136093028,0.6708203932499347,-0.7090978542395521,-1.4042763948739074,-0.4564354645876352,3,,,-0.9756834280457672,,,1.3718063992440213,,,,,,,,,,
,-0.3746615332382839,-0.2028533703197577,1.7638213163258707,-0.0816839751097464,-0.2865109788952977,-0.0503493588218802,-0.2143611816802437,-1.13621314231914,-0.5079663187090147,,-0.3609076451836641,-0.2234136181389453,-0.3238563238094428,-0.5024843364034622,-0.2643006569012625,0.3460901449624221,-0.4148152720542228,,,0.0615660208398654,0.8142791507443637,0.6708203932499347,-0.7090978542395521,,-0.4564354645876352,4,-1.105116979733978,-1.4232941975064997,-0.3841927681725696,,,,0.4566366592830718,-0.0837545244998297,,,,,,,,
,-0.7595059965715167,-0.4474420085789804,-0.8191243506395914,-0.8715480858008499,-0.4934898925932354,-1.0225457030883036,-0.6638770870738245,1.0363476786937866,1.6691455124371035,0.7082718944848455,1.512068852705517,0.8205321015829538,-0.2178364898118599,-0.5421764291765442,-0.2643087955813548,-1.951603662572996,-0.4589816643605681,,,-2.315196537876548,-1.4897598892454007,0.6708203932499347,1.54701537990189,,-0.4564354645876352,5,1.339310278145609,,2.39873782721354,,-2.002282252947836,,-1.3212686049586244,-1.5315538486328315,,,,,,,,
0.5237062904839579,-0.7595059965715167,-0.3645816408359284,-0.8191243506395914,-0.8550193642021683,-0.4637176525776084,-0.9845309560150982,-0.5188077582081527,1.0579697823573844,0.9055475257327232,0.7082718944848455,1.5374815894164924,0.6654397599916206,-0.5151425049956592,-0.4912658800367565,-0.2643087955813548,-1.2814114039962718,-0.5099878032240909,-1.1933190300654526,,-1.4248909973386,,0.6708203932499347,1.54701537990189,-0.9807127382421575,-0.4564354645876352,6,,,1.3230721150432805,,-0.804152527705672,,,,,,,,,,,
-1.330788482208918,-0.7595059965715167,-0.3028573625732476,1.398621567663074,-0.4286929838211825,-0.3766331151866402,-0.3469225507277435,-0.410085812318294,-1.6544376912625405,-1.0463699554628711,,-0.3037905724294001,-0.3243917359336113,-0.2939216648996679,-0.6149858365570674,-0.2643085501939898,0.967706506339636,-0.5645092044317982,-0.6410597702928487,-0.9209570107534136,0.0541773262196396,0.9200935925879886,-1.620185174601965,,,-0.4564354645876352,7,,-1.5891390883852896,,-1.094642924793142,,,1.7754351847260044,,0.1873666974116144,,,,,,,
,-0.7595059965715167,-0.3308981946876268,0.0802781475405027,-0.7759900563936003,-0.4824458227025587,-0.7219484959798977,-0.541396145282086,-0.5622767182529033,-0.5300093877494207,-0.1080861790407398,,-0.1658203286398159,-0.5866333348857101,-0.7294631141027577,-0.264308744458987,0.2680909575312115,-0.5758508270716498,,,-0.5619181304513153,-0.2653882668678601,-1.620185174601965,1.54701537990189,1.026822096098616,-0.4564354645876352,8,-1.141875342763282,,0.1245366201707189,0.5316831515067177,,-0.708040002204338,,-0.8919727680227558,,,,,,,,
-1.3160445200538806,-0.7595059965715167,-0.2995450565387929,0.1410242926380615,-0.5609420502703312,-0.3496676087971999,-0.486385525602783,-0.3024831492682411,-0.0881121230610775,-0.1651292380105588,,,-0.2955116639810871,-0.4165766539940589,-0.7357454096336562,-0.2643087291222766,0.1733499501907718,-0.5691729612774609,,,-0.5094616246960746,0.2960948381419993,0.6708203932499347,1.8622734485769463,,0.9225312080288788,9,,0.2579557398704513,-0.0285181635925692,,,-0.5981214654575631,0.2932260681139699,-0.868681906198968,,,,,,,,
1.3455598117902652,-0.7595059965715167,-0.3699440723188458,-0.8191243506395914,-0.8715480858008499,-0.4958333374231908,-1.0225457030883036,-0.6580237565291136,1.036347678693787,1.1887056897307693,0.7082718944848445,,0.8205321015829538,-0.2640132453825879,-0.5672838179225895,-0.2643087470151053,-1.8158887450707384,-0.5302175891663528,,2.263348726006745,-1.9147226994436293,-1.4332429869490235,0.6708203932499347,-0.7090978542395521,-1.2607696195622031,-0.4564354645876352,10,,,,,,-1.19270015338641,,-0.5238081490044492,,,,,,,,
