disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_25,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x,fold_number,ela_level.mmce_mda_50,nbc.nn_nb.cor,ela_meta.quad_w_interact.adj_r2,ic.eps.s,disp.ratio_median_05,pca.expl_var_PC1.cov_init,ic.eps.max,pca.expl_var_PC1.cor_init,disp.diff_mean_05,ela_level.mmce_mda_10,ela_meta.lin_simple.coef.max,disp.diff_median_25,ela_meta.lin_simple.coef.min,disp.diff_median_02,ela_level.qda_mda_10,ic.h.max,ela_distr.kurtosis
0.0570181907097515,-0.3270546239202776,-0.2275136260795792,3.8989777818239832,1.8529313659904023,0.0422897527570586,3.5516002639346227,1.0635260602106051,0.0785633188419284,0.4825154110660241,-0.6876239560416145,-0.7371262606584121,-1.451500521232124,-1.643580630017721,0.8950477708871323,0.3818144795464927,1.0631702315850786,1.5194324181804306,0.6141241754065403,1.2364409571161403,0.1878691111204257,1.5050767456175076,0.2984025848550708,-1.6201851746019682,-0.7090978542395521,0.92253120802886,1,,,,,,,,,,,,,,,,,
-1.6945940215336903,-0.7595059965715167,-0.279423339263962,0.880640766700447,-0.3628609183476474,-0.3373585686638254,0.1376756854474902,-0.1848265064156347,-0.3325458271249299,-0.2629277503326963,-0.5206971490185981,-0.5741732626723811,,-0.4236162575752868,-0.6004472737774624,-0.2912016739924355,0.9678989154097604,-0.267548445167142,16.225551352235716,0.4617926528893059,-0.3727588539611802,1.707024824785773,-0.100979052949571,-1.6201851746019682,-0.7090978542395521,0.92253120802886,2,-0.3421835896459124,1.815153411287199,,,,,,,,,,,,,,,
1.1898840024714703,0.7692467783642069,-0.1735058048359098,-0.8191243506395914,2.368836627556567,2.717587301405673,1.3718063992440213,2.003147580265069,2.939193227092209,0.5578529116128641,1.0363476786937866,1.481274619605287,,-0.936570042021071,0.1217036602454821,1.5987018072374382,-1.276212999190788,-0.6339409547851295,0.000603062264981,0.564390420852762,0.4369253307795135,1.42222750869896,0.4546556198100067,0.6708203932499347,-0.7090978542395521,-0.4564354645876352,3,-0.9756834280457672,-0.9413737136093028,,,,,,,,,,,,,,,
-1.105116979733978,-0.3746615332382839,-0.2028533703197577,1.7638213163258707,-0.0816839751097464,-0.2865109788952977,0.3700704457332291,-0.0503493588218802,-0.2143611816802437,-1.4232941975064997,-1.13621314231914,-0.5079663187090147,,-1.094642924793142,-0.2234136181389453,-0.3238563238094428,0.4566366592830718,-0.5024843364034622,-0.3303061272222133,,-0.4148152720542228,,0.0615660208398654,0.6708203932499347,-0.7090978542395521,-0.4564354645876352,4,-0.3841927681725696,0.8142791507443637,0.6580510953488156,-0.0837545244998297,,,,,,,,,,,,,
,-0.7595059965715167,-0.4474420085789804,-0.8191243506395914,-0.8715480858008499,-0.4934898925932354,-1.19270015338641,-1.0225457030883036,-0.6638770870738245,0.5578529116128641,1.0363476786937866,1.6691455124371035,,1.7663241993293863,0.8205321015829538,-0.2178364898118599,-1.3212686049586244,-0.5421764291765442,-0.3303102644404305,,-0.4589816643605681,,-2.315196537876548,0.6708203932499347,,-0.4564354645876352,5,2.39873782721354,-1.4897598892454007,-2.209112578048536,-1.5315538486328315,1.3937442187861198,-1.807388239289983,,,,,,,,,,,
,-0.7595059965715167,-0.3645816408359284,-0.8191243506395914,-0.8550193642021683,-0.4637176525776084,-1.202736723595862,-0.9845309560150982,-0.5188077582081527,0.5578529116128641,1.0579697823573844,0.9055475257327232,,1.7663241993293863,0.6654397599916206,-0.5151425049956592,-0.9829248842709613,-0.4912658800367565,-0.3303102548207745,-1.2814114039962718,-0.5099878032240909,-1.1933190300654526,-1.4248909973386,0.6708203932499347,1.54701537990189,-0.4564354645876352,6,1.3230721150432805,,,,0.5082354890563789,,,,,,,,,,,,
-1.4800816006263935,-0.7595059965715167,-0.3028573625732476,1.398621567663074,-0.4286929838211825,-0.3766331151866402,0.254875603934333,-0.3469225507277435,-0.410085812318294,-1.5891390883852896,-1.6544376912625405,-1.0463699554628711,,-1.094642924793142,-0.3243917359336113,-0.2939216648996679,1.7754351847260044,-0.6149858365570674,,,-0.5645092044317982,-0.6410597702928487,0.0541773262196396,-1.620185174601965,,-0.4564354645876352,7,-0.5812522388219318,0.9200935925879886,0.7144427661429352,,,0.1873666974116144,-0.3870915210691896,,,,,,,,,,
-1.141875342763282,-0.7595059965715167,-0.3308981946876268,0.0802781475405027,-0.7759900563936003,-0.4824458227025587,-0.708040002204338,-0.7219484959798977,-0.541396145282086,-0.0396425978226836,-0.5622767182529033,-0.5300093877494207,,0.5316831515067177,-0.1658203286398159,-0.5866333348857101,,-0.7294631141027577,-0.3303102131992422,,-0.5758508270716498,,-0.5619181304513153,-1.620185174601965,1.54701537990189,-0.4564354645876352,8,0.1245366201707189,-0.2653882668678601,0.268051768275422,-0.8919727680227558,,,,1.026822096098616,,,,,,,,,
-1.114292956840896,-0.7595059965715167,-0.2995450565387929,0.1410242926380615,-0.5609420502703312,-0.3496676087971999,-0.5981214654575631,-0.486385525602783,-0.3024831492682411,0.2579557398704513,-0.0881121230610775,-0.1651292380105588,,0.5825444929003697,-0.2955116639810871,-0.4165766539940589,0.2932260681139699,-0.7357454096336562,-0.3303102014254548,0.1733499501907718,-0.5691729612774609,,-0.5094616246960746,0.6708203932499347,1.8622734485769463,0.9225312080288788,9,-0.0285181635925692,,,-0.868681906198968,,,,,,,,,,,,,
1.254929189863512,-0.7595059965715167,-0.3699440723188458,-0.8191243506395914,-0.8715480858008499,-0.4958333374231908,-1.19270015338641,-1.0225457030883036,-0.6580237565291136,0.5578529116128641,1.036347678693787,1.1887056897307693,,1.7663241993293863,0.8205321015829538,-0.2640132453825879,-1.1868247396897025,-0.5672838179225895,-0.330309827704331,-1.8158887450707384,-0.5302175891663528,,-1.9147226994436293,0.6708203932499347,-0.7090978542395521,-0.4564354645876352,10,1.9233361840210343,-1.4332429869490235,,-0.5238081490044492,,,,,,,,,,,,,
1.0429528557003205,-0.7595059965715167,-0.3693056323835123,-0.8191243506395914,-0.8715480858008499,-0.4948289709260389,-1.19270015338641,-1.0239059875472745,-0.6619257287620159,0.5578529116128641,1.036347678693787,1.2510735425448454,,1.7663241993293863,0.8205321015829538,-0.2422766085619643,-1.2070586563429249,-0.4018904889853814,-0.3303098092791844,-1.819836787458247,-0.488440142609964,,-1.9499577156235088,0.6708203932499347,-0.7090978542395521,0.9225312080288788,11,1.9732358208837155,-1.4897598892454007,,-0.5181277725123873,,,,,,,,,,,,,
1.3016994558704138,-0.7595059965715167,-0.301201168373186,-0.8191243506395914,-0.8715480858008499,-0.4934898925932354,-1.19270015338641,-1.022545703088303,-0.6625761538956791,0.5578529116128641,1.036347678693787,1.660867906131124,,1.7663241993293863,0.8205321015829538,-0.2205513905494047,-1.3212686049586244,-0.5804849240703822,-0.3303101961562392,-1.9475670501494464,-0.4911173200110442,-1.0342292615232689,-1.5814143737611883,0.6708203932499347,1.54701537990189,-0.4564354645876352,12,2.3896963172805585,-1.899176138959307,,,,,,,,,,,,,,,
-1.60602046301611,-0.7595059965715167,-0.2948319542380991,1.6938179546170873,-0.4270852389075186,-0.40962821106846,0.2572226344518603,-0.3729313652533819,-0.4351281619002305,-1.5891390883852896,-1.772282445847534,-1.1308918445753438,,-1.094642924793142,-0.1442380261679096,-0.430240190350457,1.908372976469329,0.1023609939171267,-0.3303101865113157,,-0.5648471751933563,-1.1994816808229738,0.1206910683050151,-1.620185174601968,1.54701537990189,0.9225312080288788,13,-0.5883270665430909,2.512566536169524,0.7144427661429359,,,,,,,,,,,,,,
